,Person,<=10_10-20,<=10_20-30,<=10_30-40,<=10_40-50,<=10_50-60,<=10_60-70,10-20_20-30,10-20_30-40,10-20_40-50,10-20_50-60,10-20_60-70,20-30_30-40,20-30_40-50,20-30_50-60,20-30_60-70,30-40_40-50,30-40_50-60,30-40_60-70,40-50_50-60,40-50_60-70,50-60_60-70,<=10_70+,10-20_70+,20-30_70+,30-40_70+,40-50_70+,50-60_70+,60-70_70+
57,461,,,,,,,,,,,,0.6502,0.6630666666666667,0.5376166666666666,0.5011833333333333,0.68945,0.5826666666666667,0.5283166666666668,0.6469999999999999,0.615525,0.6633166666666667,,,0.4735666666666667,0.515625,0.5812291666666667,0.6224124999999999,0.7094875
58,235,,,,,,,,,,,,0.5675078124999999,0.4787800000000001,0.3981265625,0.43099375,0.5174025,0.42533750000000003,0.421284375,0.4985875,0.5207200000000001,0.4429125,,,0.3872725,0.38695500000000005,0.4851559999999999,0.4006425,0.58119
59,274,,,,,,,0.5097785714285715,0.5352125,0.47995,0.32152499999999995,,0.5714214285714286,0.5494571428571428,0.4145857142857143,,0.567025,0.423325,,0.50665,,,,0.310353125,0.3579553571428572,0.387871875,0.4433125,0.6523875,
60,232,,,,,,,,,,,,0.4282111111111111,0.4772833333333333,0.38400000000000006,0.40993333333333337,0.4654,0.4044666666666667,0.39202222222222216,0.6321,0.6393333333333333,0.5958333333333333,,,0.37842,0.36641999999999997,0.56819,0.5571499999999999,0.6621166666666666
61,127,,,,,,,,,,,,0.084475,0.032600000000000004,0.027083333333333334,0.024659999999999998,0.555740625,0.53045,0.505415,0.53640625,0.49047,0.5449766666666667,,,,,,,
62,377,,,,,,,0.5405249999999999,0.52584375,0.41966428571428566,0.37716000000000005,,0.5653375,0.46169464285714285,0.46557750000000003,,0.5479607142857142,0.5564175,,0.6005685714285713,,,,,,,,,
63,62,,,,,,,0.49499250000000006,0.428225,0.365896875,0.35308333333333336,0.30533,0.5642600000000001,0.530595,0.5214133333333333,0.4348179999999999,0.5582916666666667,0.540111111111111,0.45234666666666673,0.6132208333333333,0.532485,0.5880933333333334,,0.3402166666666666,0.4846466666666666,0.5203388888888889,0.5689208333333333,0.6337666666666668,0.5636333333333334
64,548,,,,,,,,,,,,0.5402388888888887,0.4936416666666666,0.4045375,0.3948375,0.5682555555555555,0.49485740740740747,0.43012222222222224,0.5115425925925925,0.46642222222222224,0.4651416666666666,,,0.37148333333333333,0.4255777777777777,0.44892037037037036,0.44457777777777774,0.5853083333333334
65,247,,,,,,,0.505564,0.493304,0.363356,0.3780875,0.3960633333333333,0.560616,0.437712,0.46367,0.4723616666666667,0.47346399999999994,0.47006250000000005,0.47215999999999997,0.5504825,0.5593333333333332,0.6563708333333333,,0.37304,0.45228666666666667,0.44684833333333335,0.5369033333333334,0.6089729166666666,0.6639833333333333
66,312,,,,,,,,,,,,0.5674875,0.5234809523809524,0.5013678571428571,0.4365530612244898,0.57374375,0.554696875,0.4926392857142857,0.624775,0.5378285714285715,0.6087678571428571,,,0.44560476190476195,0.4682583333333333,0.5250333333333334,0.5763666666666667,0.5807047619047618
67,125,,,,,,,0.6144,0.5681666666666666,0.612,0.5506,,0.5548333333333333,0.566425,0.5319,,0.6600083333333334,0.6245833333333334,,0.6557375,,,,,,,,,
68,109,,,,,,,0.33503333333333335,0.3673666666666667,0.39433333333333326,0.39542222222222223,0.3434,0.37620000000000003,0.3779888888888889,0.3721999999999999,0.371,0.46501111111111115,0.46190740740740743,0.41740000000000005,0.6144629629629629,0.5937666666666667,0.6027444444444445,,,,,,,
69,343,,,,,,,0.3939285714285714,0.24650624999999998,0.25461428571428574,0.2047875,0.17965,0.40139821428571426,0.3955857142857143,0.32115,0.26667857142857143,0.5492767857142857,0.44425625,0.37220312499999997,0.518975,0.43231785714285714,0.42465625,,,,,,,
70,400,,,,,,,,,,,,0.5960666666666666,,0.28955,0.24161666666666662,,0.35883333333333334,0.2734,,,0.4136333333333333,,,0.27513333333333334,0.3135444444444444,,0.5244666666666666,0.43017777777777777
71,80,,,,,,,0.2798,0.28689,0.21648333333333333,0.26080000000000003,0.2765722222222222,0.5735875,0.39599999999999996,0.5042916666666667,0.43585277777777776,0.37662666666666667,0.5271566666666667,0.46809555555555554,0.3668888888888889,0.3182111111111111,0.5712111111111111,,,,,,,
72,150,0.2619416666666667,0.2596,0.2562,0.24735000000000001,,,0.5728944444444444,0.4864583333333333,0.503125,,,0.5548061728395062,0.5484666666666667,,,0.5833777777777779,,,,,,,,,,,,
73,352,,,,,,,,,,,,0.5481050000000001,0.4988333333333333,,,0.49537333333333333,,,,,,,,0.41727499999999995,0.42946,0.5047833333333334,,
74,323,,,,,,,,0.446225,0.3945666666666667,0.25485,,,,,,0.6414833333333334,0.42395000000000005,,0.38630000000000003,,,,0.31125,,0.47468124999999994,0.4549,0.639525,
75,408,,,,,,,,,,,,,,,,0.48866785714285715,0.4568196428571428,0.41773472222222224,0.5157142857142857,0.46071428571428563,0.5080365079365079,,,,0.38271875,0.38675714285714285,0.47633571428571425,0.5409777777777777
76,207,,,,,,,0.39832,0.351,0.3241,0.2334,,0.4653866666666666,0.36132,0.27759999999999996,,0.3692,0.3288666666666667,,0.31127499999999997,,,,0.15955,0.22887,0.24258333333333335,0.26155,0.30510000000000004,
77,510,,,,,,,0.25760000000000005,0.20671999999999996,0.18681428571428574,0.19834000000000002,0.1755,0.5711000000000002,0.5595357142857144,0.53117,0.48105000000000003,0.5183371428571429,0.475552,0.46948000000000006,0.5962142857142858,0.5679321428571429,0.61048,,0.21952500000000003,0.43830625,0.41852,0.48983750000000004,0.5415975000000001,0.6653187500000001
78,528,,,,,,,,,,,,0.5189333333333332,0.4752142857142857,0.4672866666666666,0.4468600000000001,0.5987971428571429,0.5906760000000001,0.554204,0.6113942857142858,0.58194,0.64802,,,,,,,
79,243,,,,,,,0.5353333333333333,0.5376142857142857,0.4128,0.4,,0.5379142857142857,0.5279375000000001,0.5078000000000001,,0.5587571428571428,0.5375857142857143,,0.7102937500000001,,,,,,,,,
80,139,,,,,,,,,,,,,,,,0.6205116666666668,0.6020066666666666,0.5510648148148148,0.596175,0.5435266666666666,0.5872133333333334,,,,0.45565624999999993,0.44595624999999994,0.5022837499999999,0.5231541666666666
81,522,,,,,,,,,,,,0.02465,0.1321,0.09799999999999999,0.1483,0.02775,0.056183333333333335,0.0709,0.6981416666666668,0.5367999999999999,0.6174499999999999,,,,,,,
82,103,,,,,,,,,,,,,,,,0.5868666666666668,,0.47746666666666665,,0.5825,,,,,0.4058,0.43975,,0.606525
83,67,,,,,,,,,,,,,,,,0.47819500000000004,0.505632142857143,0.44638749999999994,0.4780214285714286,0.44383166666666674,0.5089404761904761,,,,0.4482428571428571,0.4298642857142857,0.5162326530612245,0.48269285714285715
